team_name,team_id,season,head_coach,division,conference,conference_id,wins,losses,ties,wl_per,notes
Adams St. Grizzlies,929,2023,Jerome Austin,2,RMAC,13128,0,0,0,0,NA
Adams St. Grizzlies,929,2022,Jerome Austin,2,RMAC,13128,1,9,0,0.1,NA
Adams St. Grizzlies,929,2021,Jerome Austin,2,RMAC,13128,0,8,0,0,NA
Adams St. Grizzlies,929,2020,Jerome Austin,2,RMAC,13128,0,4,0,0,NA
Adams St. Grizzlies,929,2019,Jerome Austin,2,RMAC,13128,3,10,0,0.231,NA
Adams St. Grizzlies,929,2018,Keith Lindgren,2,RMAC,13128,4,10,0,0.286,NA
Adams St. Grizzlies,929,2017,Keith Lindgren,2,RMAC,13128,5,8,0,0.385,NA
Adams St. Grizzlies,929,2016,Jason Levesque,2,RMAC,13128,4,10,0,0.286,NA
Adams St. Grizzlies,929,2015,Jason Levesque,2,NA,NA,4,11,0,0.267,NA
Adams St. Grizzlies,929,2014,John McCreery,2,NA,NA,4,8,0,0.333,NA
Adams St. Grizzlies,929,2013,John McCreery,2,Division II Independents,NA,3,9,0,0.25,NA
Adams St. Grizzlies,929,2012,John McCreery,2,Division II Independents,NA,5,8,0,0.385,NA
Adams St. Grizzlies,929,2011,Jason Lamb,2,NA,NA,1,10,0,0.091,Inaugural Varsity Season
Adelphi Panthers,3,2023,Gordon Purdie,2,NE10,899,0,0,0,0,NA
Adelphi Panthers,3,2022,Gordon Purdie,2,NE10,899,15,2,0,0.882,NA
Adelphi Panthers,3,2021,Gordon Purdie,2,NE10,899,7,3,0,0.7,NA
Adelphi Panthers,3,2020,Gordon Purdie,2,NE10,899,1,2,0,0.333,NA
Adelphi Panthers,3,2019,Gordon Purdie,2,NE10,899,16,3,0,0.842,NA
Adelphi Panthers,3,2018,Gordon Purdie,2,NE10,899,11,4,0,0.733,NA
Adelphi Panthers,3,2017,Gordon Purdie,2,NE10,899,15,4,0,0.789,NA
Adelphi Panthers,3,2016,Gordon Purdie,2,NE10,899,12,5,0,0.706,NA
Adelphi Panthers,3,2015,Gordon Purdie,2,NE10,899,15,3,0,0.833,NA
Adelphi Panthers,3,2014,Gordon Purdie,2,NE10,899,17,2,0,0.895,NA
Adelphi Panthers,3,2013,Gordon Purdie,2,NE10,899,14,3,0,0.824,NA
Adelphi Panthers,3,2012,Gordon Purdie,2,NE10,899,13,3,0,0.813,NA
Adelphi Panthers,3,2011,Gordon Purdie,2,NE10,899,16,3,0,0.842,NA
Adelphi Panthers,3,2010,Gordon Purdie,2,NE10,899,10,5,0,0.667,NA
Adelphi Panthers,3,2009,Gordon Purdie,2,ECC,11265,3,8,0,0.273,NA
Adelphi Panthers,3,2008,Gordon Purdie,2,ECC,11265,7,5,0,0.583,NA
Adelphi Panthers,3,2007,Sandy Kapatos,2,ECC,11265,5,8,0,0.385,NA
Adelphi Panthers,3,2006,Sandy Kapatos,2,ECC,11265,8,5,0,0.615,NA
Adelphi Panthers,3,2005,Sandy Kapatos,2,ECC,11265,4,6,0,0.4,NA
Adelphi Panthers,3,2004,Sandy Kapatos,2,NA,NA,7,4,0,0.636,NA
Adelphi Panthers,3,2003,Sandy Kapatos,2,ECC,11265,9,2,0,0.818,NA
Adelphi Panthers,3,2002,Sandy Kapatos,2,ECC,11265,9,3,0,0.75,NA
Adelphi Panthers,3,2001,Sandy Kapatos,2,NA,NA,12,2,0,0.857,NA
Adelphi Panthers,3,2000,Sandy Kapatos,2,NA,NA,8,3,0,0.727,NA
Adelphi Panthers,3,1999,Sandy Kapatos,2,NA,NA,10,3,0,0.769,NA
Adelphi Panthers,3,1998,Sandy Kapatos,2,NA,NA,12,3,0,0.8,NA
Adelphi Panthers,3,1997,Sandy Kapatos,2,NA,NA,11,2,0,0.846,NA
Adelphi Panthers,3,1996,Sandy Kapatos,2,NA,NA,7,6,0,0.538,NA
Adelphi Panthers,3,1995,Sandy Kapatos,2,NA,NA,10,3,0,0.769,NA
Adelphi Panthers,3,1994,Sandy Kapatos,2,NA,NA,3,8,0,0.273,NA
Adelphi Panthers,3,1993,Kevin Sheehan,2,NA,NA,8,3,0,0.727,NA
Adelphi Panthers,3,1992,Kevin Sheehan,2,NA,NA,6,6,0,0.5,NA
Adelphi Panthers,3,1991,Paul Doherty,2,NA,NA,6,5,0,0.545,NA
Adelphi Panthers,3,1990,Paul Doherty,2,NA,NA,8,6,0,0.571,NA
Adelphi Panthers,3,1989,Paul Doherty,2,NA,NA,12,3,0,0.8,NA
Adelphi Panthers,3,1988,Paul Doherty,2,NA,NA,3,8,0,0.273,NA
Adelphi Panthers,3,1987,Paul Doherty,2,NA,NA,9,4,0,0.692,NA
Adelphi Panthers,3,1986,Paul Doherty,2,NA,NA,7,4,0,0.636,NA
Adelphi Panthers,3,1985,Paul Doherty,2,NA,NA,8,4,0,0.667,NA
Adelphi Panthers,3,1984,Paul Doherty,2,NA,NA,8,6,0,0.571,NA
Adelphi Panthers,3,1983,Paul Doherty,2,NA,NA,6,7,0,0.462,NA
Adelphi Panthers,3,1982,Paul Doherty,2,NA,NA,10,4,0,0.714,NA
Adelphi Panthers,3,1981,Paul Doherty,2,NA,NA,10,2,0,0.833,NA
Adelphi Panthers,3,1980,Paul Doherty,2,NA,NA,10,4,0,0.714,NA
Adelphi Panthers,3,1979,Paul Doherty,2,NA,NA,13,3,0,0.813,NA
Adelphi Panthers,3,1978,Paul Doherty,2,NA,NA,5,7,0,0.417,NA
Adelphi Panthers,3,1977,Paul Doherty,2,NA,NA,9,5,0,0.643,NA
Adelphi Panthers,3,1976,Paul Doherty,2,NA,NA,11,5,0,0.688,NA
Adelphi Panthers,3,1975,Paul Doherty,2,NA,NA,8,5,0,0.615,NA
Adelphi Panthers,3,1974,Paul Doherty,2,NA,NA,8,6,0,0.571,NA
Adelphi Panthers,3,1973,Paul Doherty,2,NA,NA,7,5,0,0.583,NA
Adelphi Panthers,3,1972,Paul Doherty,2,NA,NA,9,7,0,0.563,NA
Adelphi Panthers,3,1971,Paul Doherty,2,NA,NA,9,5,0,0.643,NA
Adelphi Panthers,3,1970,Paul Doherty,2,NA,NA,8,6,0,0.571,NA
Adelphi Panthers,3,1969,Lou Flego,2,NA,NA,3,9,0,0.25,NA
Adelphi Panthers,3,1968,Lou Flego,2,NA,NA,7,7,0,0.5,NA
Adelphi Panthers,3,1967,Lou Flego,2,NA,NA,8,3,0,0.727,NA
Adelphi Panthers,3,1966,Lou Flego,2,NA,NA,4,8,0,0.333,NA
Adelphi Panthers,3,1965,Lou Flego,2,NA,NA,6,5,0,0.545,NA
Adelphi Panthers,3,1964,Lou Flego,2,NA,NA,5,6,2,0.462,NA
Adelphi Panthers,3,1963,Lou Flego,2,NA,NA,10,2,1,0.808,NA
Adelphi Panthers,3,1962,Lou Flego,2,NA,NA,8,3,0,0.727,NA
Adelphi Panthers,3,1961,Lou Flego,2,NA,NA,9,4,0,0.692,NA
Adelphi Panthers,3,1960,Lou Flego,2,NA,NA,2,9,0,0.182,NA
Adelphi Panthers,3,1959,Claude Ruggian,2,NA,NA,1,8,1,0.15,NA
Adelphi Panthers,3,1958,Claude Ruggian,2,NA,NA,1,8,1,0.15,NA
Adelphi Panthers,3,1957,Claude Ruggian,2,NA,NA,3,6,0,0.333,NA
Adelphi Panthers,3,1956,Claude Ruggian,2,NA,NA,4,4,0,0.5,NA
Adelphi Panthers,3,1955,Claude Ruggian,2,NA,NA,1,10,0,0.091,NA
Adelphi Panthers,3,1954,Claude Ruggian,2,NA,NA,1,7,0,0.125,NA
Adelphi Panthers,3,1953,Claude Ruggian,2,NA,NA,3,6,0,0.333,NA
Adelphi Panthers,3,1952,Claude Ruggian,2,NA,NA,4,2,0,0.667,NA
Adelphi Panthers,3,1951,Claude Ruggian,2,NA,NA,4,5,0,0.444,NA
Adelphi Panthers,3,1950,Claude Ruggian,2,NA,NA,5,3,0,0.625,NA
Adelphi Panthers,3,1949,Claude Ruggian,2,NA,NA,2,5,0,0.286,NA
Adelphi Panthers,3,1948,Claude Ruggian,2,NA,NA,3,1,0,0.75,NA
Adrian Bulldogs,4,2023,Brett Wetzel,3,Michigan Intercol. Ath. Assn.,873,0,0,0,0,NA
Adrian Bulldogs,4,2022,Brett Wetzel,3,Michigan Intercol. Ath. Assn.,873,12,5,0,0.706,NA
Adrian Bulldogs,4,2021,Brett Wetzel,3,Michigan Intercol. Ath. Assn.,873,4,11,0,0.267,NA
Adrian Bulldogs,4,2020,Brett Wetzel,3,Michigan Intercol. Ath. Assn.,873,4,1,0,0.8,NA
Adrian Bulldogs,4,2019,Brett Wetzel,3,Michigan Intercol. Ath. Assn.,873,3,11,0,0.214,NA
Adrian Bulldogs,4,2018,Scott Morrison,3,Michigan Intercol. Ath. Assn.,873,1,13,0,0.071,NA
Adrian Bulldogs,4,2017,Scott Morrison,3,Michigan Intercol. Ath. Assn.,873,4,10,0,0.286,NA
Adrian Bulldogs,4,2016,Scott Morrison,3,Michigan Intercol. Ath. Assn.,873,2,13,0,0.133,NA
Adrian Bulldogs,4,2015,Scott Morrison,3,Michigan Intercol. Ath. Assn.,873,11,5,0,0.688,NA
Adrian Bulldogs,4,2014,Don LaSala,3,Michigan Intercol. Ath. Assn.,873,13,4,0,0.765,NA
Adrian Bulldogs,4,2013,Don LaSala,3,Michigan Intercol. Ath. Assn.,873,14,4,0,0.778,NA
Adrian Bulldogs,4,2012,Don LaSala,3,Midwest Lacrosse Conference,30121,17,2,0,0.895,NA
Adrian Bulldogs,4,2011,Brendan Hayes,3,Midwest Lacrosse Conference,30121,15,3,0,0.833,NA
Adrian Bulldogs,4,2010,Brendan Hayes,3,NA,NA,10,3,0,0.769,NA
Adrian Bulldogs,4,2009,Chris Delfausse,3,NA,NA,8,6,0,0.571,NA
Adrian Bulldogs,4,2008,Chris Delfausse,3,NA,NA,8,6,0,0.571,Inaugural Varsity Season
Albertus Magnus Falcons,2798,2023,Darryl Delia,3,Great Northeast,23257,0,0,0,0,NA
Albertus Magnus Falcons,2798,2022,Darryl Delia,3,Great Northeast,23257,5,11,0,0.313,NA
Albertus Magnus Falcons,2798,2021,Darryl Delia,3,Great Northeast,23257,2,7,0,0.222,NA
Albertus Magnus Falcons,2798,2020,Darryl Delia,3,Great Northeast,23257,1,1,0,0.5,NA
Albertus Magnus Falcons,2798,2019,Darryl Delia,3,Great Northeast,23257,2,12,0,0.143,NA
Albertus Magnus Falcons,2798,2018,Darryl Delia,3,Great Northeast,23257,2,12,0,0.143,NA
Albertus Magnus Falcons,2798,2017,Darryl Delia,3,Great Northeast,23257,3,12,0,0.2,NA
Albertus Magnus Falcons,2798,2016,Darryl Delia,3,Great Northeast,23257,4,10,0,0.286,NA
Albertus Magnus Falcons,2798,2015,Darryl Delia,3,Great Northeast,23257,3,11,0,0.214,NA
Albertus Magnus Falcons,2798,2014,Darryl Delia,3,Great Northeast,23257,3,10,0,0.231,Inaugural varsity season
Albion Britons,15,2023,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,0,0,0,0,NA
Albion Britons,15,2022,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,15,5,0,0.75,NA
Albion Britons,15,2021,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,13,2,0,0.867,NA
Albion Britons,15,2020,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,4,2,0,0.667,NA
Albion Britons,15,2019,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,8,9,0,0.471,NA
Albion Britons,15,2018,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,10,8,0,0.556,NA
Albion Britons,15,2017,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,15,4,0,0.789,NA
Albion Britons,15,2016,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,13,5,0,0.722,NA
Albion Britons,15,2015,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,13,6,0,0.684,NA
Albion Britons,15,2014,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,12,5,0,0.706,NA
Albion Britons,15,2013,Jacob DeCola,3,Michigan Intercol. Ath. Assn.,873,11,6,0,0.647,NA
Albion Britons,15,2012,Jacob DeCola,3,Midwest Lacrosse Conference,30121,6,10,0,0.375,NA
Albion Britons,15,2011,Jacob DeCola,3,Midwest Lacrosse Conference,30121,2,13,0,0.133,NA
Albion Britons,15,2010,Jacob DeCola,3,NA,NA,3,8,0,0.273,First Season of Competition
Albright Lions,16,2023,Erich Skelly,3,MAC Commonwealth,28744,0,0,0,0,NA
Albright Lions,16,2022,James Malone,3,MAC Commonwealth,28744,5,11,0,0.313,NA
Albright Lions,16,2021,James Malone,3,MAC Commonwealth,28744,2,9,0,0.182,NA
Albright Lions,16,2020,James Malone,3,MAC Commonwealth,28744,3,3,0,0.5,NA
Albright Lions,16,2019,James Malone,3,MAC Commonwealth,28744,1,13,0,0.071,NA
Albright Lions,16,2018,James Malone,3,MAC Commonwealth,28744,5,10,0,0.333,NA
Albright Lions,16,2017,James Malone,3,MAC Commonwealth,28744,9,7,0,0.563,NA
Albright Lions,16,2016,Jamie Lockard,3,MAC Commonwealth,28744,7,10,0,0.412,NA
Albright Lions,16,2015,Jake Plunket,3,MAC Commonwealth,28744,13,4,0,0.765,NA
Albright Lions,16,2014,Jake Plunket,3,MAC Commonwealth,28744,13,6,0,0.684,NA
Albright Lions,16,2013,Jake Plunket,3,MAC Commonwealth,28744,15,4,0,0.789,NA
Albright Lions,16,2012,Jake Plunket,3,Middle Atlantic,877,16,3,0,0.842,Inaugural Varsity Season
Alderson Broaddus Battlers,934,2023,Ace Mallonee,2,G-MAC,30182,0,0,0,0,NA
Alderson Broaddus Battlers,934,2022,Ace Mallonee,2,G-MAC,30182,1,11,0,0.083,NA
Alderson Broaddus Battlers,934,2021,Ace Mallonee,2,G-MAC,30182,2,8,0,0.2,NA
Alderson Broaddus Battlers,934,2020,Ace Mallonee,2,G-MAC,30182,0,5,0,0,NA
Alderson Broaddus Battlers,934,2019,Chris Lukas,2,G-MAC,30182,2,12,0,0.143,NA
Alderson Broaddus Battlers,934,2018,Chris Lukas,2,G-MAC,30182,3,8,0,0.273,NA
Alderson Broaddus Battlers,934,2017,Chris Lukas,2,G-MAC,30182,1,11,0,0.083,NA
Alderson Broaddus Battlers,934,2016,Chris Lukas,2,ECAC-II,NA,5,10,0,0.333,NA
Alderson Broaddus Battlers,934,2015,Chris Lukas,2,ECAC-II,NA,4,9,0,0.308,NA
Alderson Broaddus Battlers,934,2014,Chris Lukas,2,ECAC-II,NA,0,14,0,0,NA
Alderson Broaddus Battlers,934,2013,Robert Bennett,2,ECAC-II,NA,0,13,0,0,NA
Alfred Saxons,18,2023,Jason Lockner,3,Empire 8,863,0,0,0,0,NA
Alfred Saxons,18,2022,Jason Lockner,3,Empire 8,863,10,5,0,0.667,NA
Alfred Saxons,18,2021,Jason Lockner,3,Empire 8,863,6,3,0,0.667,NA
Alfred Saxons,18,2020,Jason Lockner,3,Empire 8,863,3,3,0,0.5,NA
Alfred Saxons,18,2019,Jason Lockner,3,Empire 8,863,8,7,0,0.533,NA
Alfred Saxons,18,2018,Jason Lockner,3,Empire 8,863,9,7,0,0.563,NA
Alfred Saxons,18,2017,Jason Lockner,3,Empire 8,863,7,7,0,0.5,NA
Alfred Saxons,18,2016,Jason Lockner,3,Empire 8,863,10,5,0,0.667,NA
Alfred Saxons,18,2015,Jason Lockner,3,Empire 8,863,13,4,0,0.765,NA
Alfred Saxons,18,2014,Jason Lockner,3,Empire 8,863,5,8,0,0.385,NA
Alfred Saxons,18,2013,Jason Lockner,3,Empire 8,863,7,7,0,0.5,NA
Alfred Saxons,18,2012,Jason Lockner,3,Empire 8,863,4,11,0,0.267,NA
Alfred Saxons,18,2011,Jason Lockner,3,Empire 8,863,10,6,0,0.625,NA
Alfred Saxons,18,2010,Jason Lockner,3,Empire 8,863,3,11,0,0.214,NA
Alfred Saxons,18,2009,Jason Lockner,3,Empire 8,863,8,7,0,0.533,NA
Alfred Saxons,18,2008,Jason Lockner,3,Empire 8,863,7,7,0,0.5,NA
Alfred Saxons,18,2007,Jason Lockner,3,Empire 8,863,6,7,0,0.462,NA
Alfred Saxons,18,2006,Jason Lockner,3,Empire 8,863,2,10,0,0.167,NA
Alfred Saxons,18,2005,Preston Chapman,3,Empire 8,863,1,12,0,0.077,NA
Alfred Saxons,18,2004,Preston Chapman,3,NA,NA,6,7,0,0.462,NA
Alfred Saxons,18,2003,Preston Chapman,3,NA,NA,5,9,0,0.357,NA
Alfred Saxons,18,2002,Preston Chapman,3,Empire 8,863,8,5,0,0.615,NA
Alfred Saxons,18,2001,Preston Chapman,3,NA,NA,4,8,0,0.333,NA
Alfred Saxons,18,2000,Preston Chapman,3,NA,NA,4,10,0,0.286,NA
Alfred Saxons,18,1999,Preston Chapman,3,NA,NA,7,7,0,0.5,NA
Alfred Saxons,18,1998,Matt Kerwick,3,NA,NA,4,8,0,0.333,NA
Alfred Saxons,18,1997,Matt Kerwick,3,NA,NA,10,4,0,0.714,NA
Alfred Saxons,18,1996,Matt Kerwick,3,NA,NA,10,5,0,0.667,NA
Alfred Saxons,18,1995,Al Brown,3,NA,NA,13,4,0,0.765,NA
Alfred Saxons,18,1994,Al Brown,3,NA,NA,12,3,0,0.8,NA
Alfred Saxons,18,1993,Al Brown,3,NA,NA,12,3,0,0.8,NA
Alfred Saxons,18,1992,Al Brown,3,NA,NA,13,4,0,0.765,NA
Alfred Saxons,18,1991,Al Brown,3,NA,NA,13,3,0,0.813,NA
Alfred Saxons,18,1990,Al Brown,3,NA,NA,15,2,0,0.882,NA
Alfred Saxons,18,1989,Al Brown,3,NA,NA,7,6,0,0.538,NA
Alfred Saxons,18,1988,Larry Hall,3,NA,NA,4,7,0,0.364,NA
Alfred Saxons,18,1987,Larry Hall,3,NA,NA,7,5,0,0.583,NA
Alfred Saxons,18,1986,Larry Hall,3,NA,NA,7,4,0,0.636,NA
Alfred Saxons,18,1985,Joe Rotellini,3,NA,NA,9,2,0,0.818,NA
Alfred Saxons,18,1984,Bert Severns,3,NA,NA,6,4,0,0.6,NA
Alfred Saxons,18,1983,Bert Severns,3,NA,NA,7,4,0,0.636,NA
Alfred Saxons,18,1982,Bert Severns,3,NA,NA,4,7,0,0.364,NA
Alfred Saxons,18,1981,Bert Severns,3,NA,NA,6,7,0,0.462,NA
Alfred Saxons,18,1980,B.J. O'Hara,3,NA,NA,6,5,0,0.545,NA
Alfred Saxons,18,1979,Leonard Obergfell,3,NA,NA,4,8,0,0.333,Does not include forfeit vs. Rensselaer
Alfred Saxons,18,1978,Leonard Obergfell,3,NA,NA,4,9,0,0.308,NA
Alfred Saxons,18,1977,Leonard Obergfell,3,NA,NA,6,4,0,0.6,Does not include win vs. Seneca Club
Alfred Saxons,18,1976,Leonard Obergfell,3,NA,NA,5,6,0,0.455,NA
Alfred Saxons,18,1975,Leonard Obergfell,3,NA,NA,2,10,0,0.167,NA
Alfred Saxons,18,1974,Leonard Obergfell,2,NA,NA,6,7,0,0.462,NA
Alfred Saxons,18,1973,Leonard Obergfell,2,NA,NA,8,4,0,0.667,NA
Alfred Saxons,18,1972,Leonard Obergfell,2,NA,NA,4,5,0,0.444,Does not include win vs. Niagra Club
Alfred Saxons,18,1971,Leonard Obergfell,2,NA,NA,0,9,0,0,Does not include win vs. Niagra Club
Alfred Saxons,18,1970,Leonard Obergfell,2,NA,NA,1,9,0,0.1,NA
Alfred Saxons,18,1969,Leonard Obergfell,2,NA,NA,1,7,0,0.125,NA
Alfred Saxons,18,1968,Arthur Van Auken,2,NA,NA,3,4,0,0.429,NA
Alfred Saxons,18,1967,Arthur Van Auken,2,NA,NA,1,6,0,0.143,NA
Alfred Saxons,18,1966,Arthur Van Auken,2,NA,NA,0,7,0,0,NA
Allegheny Gators,19,2023,Tommy Pearce,3,NCAC,897,0,0,0,0,NA
Allegheny Gators,19,2022,Tommy Pearce,3,NCAC,897,4,13,0,0.235,NA
Allegheny Gators,19,2021,Tommy Pearce,3,NCAC,897,2,7,0,0.222,NA
Allegheny Gators,19,2020,Tommy Pearce,3,NCAC,897,1,3,0,0.25,NA
Alma Scots,21,2023,NA,3,Michigan Intercol. Ath. Assn.,873,0,0,0,0,NA
Alma Scots,21,2022,Adam Nycz,3,Michigan Intercol. Ath. Assn.,873,5,10,0,0.333,NA
Alma Scots,21,2021,Adam Nycz,3,Michigan Intercol. Ath. Assn.,873,5,10,0,0.333,NA
Alma Scots,21,2020,Adam Nycz,3,Michigan Intercol. Ath. Assn.,873,2,3,0,0.4,NA
Alma Scots,21,2019,Michael Kinney,3,Michigan Intercol. Ath. Assn.,873,8,10,0,0.444,NA
Alma Scots,21,2018,Michael Kinney,3,Michigan Intercol. Ath. Assn.,873,7,11,0,0.389,NA
Alma Scots,21,2017,Michael Kinney,3,Michigan Intercol. Ath. Assn.,873,12,6,0,0.667,NA
Alma Scots,21,2016,Michael Kinney,3,Michigan Intercol. Ath. Assn.,873,13,5,0,0.722,NA
Alma Scots,21,2015,Michael Kinney,3,Michigan Intercol. Ath. Assn.,873,11,6,0,0.647,NA
Alma Scots,21,2014,Jason Levesque,3,Michigan Intercol. Ath. Assn.,873,6,11,0,0.353,NA
Alma Scots,21,2013,Jason Levesque,3,Michigan Intercol. Ath. Assn.,873,3,12,0,0.2,NA
Alma Scots,21,2012,Jason Levesque,3,Division III Independents,NA,0,14,0,0,Inaugural Varsity Season
Alvernia Golden Wolves,938,2023,Michael Sullinger,3,MAC Commonwealth,28744,0,0,0,0,NA
Alvernia Golden Wolves,938,2022,Michael Sullinger,3,MAC Commonwealth,28744,1,15,0,0.063,NA
Alvernia Golden Wolves,938,2021,Carl Haas,3,MAC Commonwealth,28744,0,1,0,0,Did not meet minimum number of contests played to be included in national statistical rankings
Alvernia Golden Wolves,938,2020,Carl Haas,3,MAC Commonwealth,28744,2,3,0,0.4,NA
Alvernia Golden Wolves,938,2019,Carl Haas,3,MAC Commonwealth,28744,3,13,0,0.188,NA
Alvernia Golden Wolves,938,2018,Ryan Sheaffer,3,MAC Commonwealth,28744,2,14,0,0.125,NA
Alvernia Golden Wolves,938,2017,Ryan Sheaffer,3,MAC Commonwealth,28744,3,13,0,0.188,NA
Alvernia Golden Wolves,938,2016,Ryan Sheaffer,3,MAC Commonwealth,28744,3,14,0,0.176,NA
Alvernia Golden Wolves,938,2015,Ryan Sheaffer,3,MAC Commonwealth,28744,3,13,0,0.188,NA
Alvernia Golden Wolves,938,2014,Ryan Sheaffer,3,MAC Commonwealth,28744,2,15,0,0.118,NA
Alvernia Golden Wolves,938,2013,Ryan Sheaffer,3,MAC Commonwealth,28744,5,12,0,0.294,NA
Alvernia Golden Wolves,938,2012,Ryan Sheaffer,3,Middle Atlantic,877,5,11,0,0.313,NA
Alvernia Golden Wolves,938,2011,Richard Carrington,3,Middle Atlantic,877,2,14,0,0.125,NA
Alvernia Golden Wolves,938,2010,Kevin Meany,3,Middle Atlantic,877,4,13,0,0.235,NA
Alvernia Golden Wolves,938,2009,Kevin Meany,3,Middle Atlantic,877,2,13,0,0.133,NA
Alvernia Golden Wolves,938,2008,Kevin Meany,3,CSAC,21062,1,14,0,0.067,NA
Alvernia Golden Wolves,938,2007,Kevin Meany,3,CSAC,21062,5,10,0,0.333,NA
Alvernia Golden Wolves,938,2006,Kevin Meany,3,CSAC,21062,2,15,0,0.118,NA
Alvernia Golden Wolves,938,2005,Kevin Meany,3,CSAC,21062,2,11,0,0.154,NA
Alvernia Golden Wolves,938,2004,Kevin Meany,3,NA,NA,0,12,0,0,NA
Alvernia Golden Wolves,938,2003,Dave Cronce,3,NA,NA,0,7,0,0,NA
American Int'l Yellow Jackets,22,2023,Tim Robbins,2,NE10,899,0,0,0,0,NA
American Int'l Yellow Jackets,22,2022,Tim Robbins,2,NE10,899,1,14,0,0.067,NA
American Int'l Yellow Jackets,22,2021,Tim Robbins,2,NE10,899,0,11,0,0,NA
American Int'l Yellow Jackets,22,2020,Tim Robbins,2,NE10,899,2,4,0,0.333,NA
American Int'l Yellow Jackets,22,2019,Tim Robbins,2,NE10,899,0,16,0,0,NA
American Int'l Yellow Jackets,22,2018,Tim Robbins,2,NE10,899,1,15,0,0.063,NA
American Int'l Yellow Jackets,22,2017,Tim Robbins,2,NE10,899,1,16,0,0.059,NA
American Int'l Yellow Jackets,22,2016,Shannon Sligo,2,NE10,899,1,14,0,0.067,NA
American Int'l Yellow Jackets,22,2015,Shannon Sligo,2,NE10,899,2,13,0,0.133,NA
American Int'l Yellow Jackets,22,2014,Shannon Sligo,2,NE10,899,2,14,0,0.125,NA
American Int'l Yellow Jackets,22,2013,Shannon Sligo,2,NE10,899,1,14,0,0.067,NA
American Int'l Yellow Jackets,22,2012,Shannon Sligo,2,NE10,899,0,14,0,0,NA
American Int'l Yellow Jackets,22,2011,Shannon Sligo,2,NE10,899,1,13,0,0.071,NA
American Int'l Yellow Jackets,22,2010,Shannon Sligo,2,NE10,899,3,13,0,0.188,NA
American Int'l Yellow Jackets,22,2009,Shannon Sligo,2,NE10,899,0,12,0,0,NA
American Int'l Yellow Jackets,22,2008,Shannon Sligo,2,NE10,899,1,10,0,0.091,NA
American Int'l Yellow Jackets,22,2007,NA,2,NE10,899,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,2006,James Wilkins,2,NE10,899,0,10,0,0,No team in 2007
American Int'l Yellow Jackets,22,2005,James Wilkins,2,NE10,899,0,10,0,0,NA
American Int'l Yellow Jackets,22,2004,NA,2,NE10,899,0,11,0,0,NA
American Int'l Yellow Jackets,22,2003,NA,2,NE10,899,0,10,0,0,NA
American Int'l Yellow Jackets,22,2002,NA,2,NE10,899,1,12,0,0.077,NA
American Int'l Yellow Jackets,22,2001,NA,2,NA,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1999,NA,2,NA,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1998,NA,2,NA,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1997,NA,2,NA,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1996,NA,2,NA,NA,NA,NA,NA,NA,NA
American Int'l Yellow Jackets,22,1993,Randy Mercer,2,NA,NA,2,8,0,0.2,NA
American Int'l Yellow Jackets,22,1992,Randy Mercer,2,NA,NA,1,9,0,0.1,NA
Amherst Mammoths,24,2023,Sean Woods,3,NESCAC,12817,0,0,0,0,NA
Amherst Mammoths,24,2022,Sean Woods,3,NESCAC,12817,10,7,0,0.588,NA
Amherst Mammoths,24,2021,Rashad Devoe,3,NESCAC,12817,0,0,0,0,NA
Amherst Mammoths,24,2020,Jon Thompson,3,NESCAC,12817,3,1,0,0.75,NA
Amherst Mammoths,24,2019,Jon Thompson,3,NESCAC,12817,18,4,0,0.818,NA
Amherst Mammoths,24,2018,Jon Thompson,3,NESCAC,12817,15,4,0,0.789,NA
Amherst Mammoths,24,2017,Jon Thompson,3,NESCAC,12817,13,5,0,0.722,NA
Amherst Mammoths,24,2016,Jon Thompson,3,NESCAC,12817,14,5,0,0.737,NA
Amherst Mammoths,24,2015,Jon Thompson,3,NESCAC,12817,18,3,0,0.857,NA
Amherst Mammoths,24,2014,Jon Thompson,3,NESCAC,12817,15,5,0,0.75,NA
Amherst Mammoths,24,2013,Jon Thompson,3,NESCAC,12817,5,10,0,0.333,NA
Amherst Mammoths,24,2012,Jon Thompson,3,NESCAC,12817,9,7,0,0.563,NA
Amherst Mammoths,24,2011,Jon Thompson,3,NESCAC,12817,15,3,0,0.833,NA
Amherst Mammoths,24,2010,Tom Carmean,3,NESCAC,12817,7,7,0,0.5,NA
Amherst Mammoths,24,2009,Tom Carmean,3,NESCAC,12817,6,8,0,0.429,NA
